Attrition,Age,BusinessTravel,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager
No,55,Travel_Rarely,3,2,5,Manager,4,Married,19586,No,1,36,3,36,6,13
No,34,Travel_Rarely,2,3,2,Research Scientist,4,Married,5484,No,1,9,2,2,2,1
No,26,Travel_Rarely,1,3,1,Research Scientist,4,Married,2061,No,0,1,3,1,0,0
No,38,Travel_Rarely,3,3,2,Sales Executive,2,Married,9924,No,1,10,3,9,8,7
No,38,Travel_Rarely,2,3,2,Sales Executive,2,Single,4198,No,0,8,4,3,2,2
No,36,Travel_Rarely,2,3,2,Sales Executive,3,Single,6815,No,0,15,3,1,0,0
No,29,Travel_Rarely,2,3,1,Laboratory Technician,1,Single,4723,Yes,0,10,3,10,9,5
No,35,Travel_Rarely,1,3,2,Healthcare Representative,3,Single,6142,Yes,0,10,3,5,2,4
No,39,Travel_Rarely,4,4,3,Sales Executive,3,Married,8237,No,1,11,3,7,6,6
No,29,Travel_Frequently,1,3,2,Healthcare Representative,4,Divorced,8853,No,1,6,4,6,4,3
No,50,Travel_Rarely,3,3,5,Manager,3,Married,19331,Yes,1,27,3,1,0,0
No,23,Travel_Rarely,4,4,1,Research Scientist,3,Married,2073,No,1,4,3,2,2,2
No,36,Travel_Frequently,1,4,2,Laboratory Technician,1,Married,5562,Yes,1,9,3,3,2,2
No,42,Travel_Rarely,4,2,5,Manager,4,Single,19613,No,0,24,3,1,0,1
No,35,Travel_Rarely,2,4,2,Laboratory Technician,3,Married,3407,No,2,10,2,10,9,8
No,34,Travel_Frequently,4,2,2,Healthcare Representative,3,Married,5063,No,1,8,2,8,2,7
No,40,Travel_Rarely,4,3,2,Sales Executive,1,Married,4639,No,1,5,3,5,4,2
No,43,Travel_Rarely,4,4,1,Laboratory Technician,2,Divorced,4876,No,1,8,3,6,4,2
No,35,Travel_Rarely,3,2,1,Laboratory Technician,4,Married,2690,No,1,1,2,1,0,1
No,46,Travel_Rarely,4,4,4,Manager,1,Single,17567,No,0,27,1,26,0,12
Yes,28,Travel_Rarely,3,3,1,Laboratory Technician,2,Married,2408,Yes,3,1,3,1,1,0
No,22,Non-Travel,2,2,1,Research Scientist,3,Married,2814,Yes,0,4,2,4,2,3
No,50,Travel_Frequently,2,3,4,Healthcare Representative,3,Married,11245,Yes,1,32,3,30,8,13
No,32,Travel_Rarely,2,4,1,Research Scientist,4,Married,3312,No,2,6,3,3,2,2
No,44,Travel_Rarely,2,3,5,Research Director,4,Divorced,19049,Yes,1,23,2,22,7,10
No,30,Travel_Rarely,2,2,1,Research Scientist,2,Married,2141,No,1,6,2,6,4,1
No,45,Travel_Rarely,3,1,2,Laboratory Technician,1,Single,5769,Yes,0,10,3,10,7,4
No,45,Non-Travel,1,2,2,Sales Executive,1,Married,4385,No,1,10,3,10,7,5
No,31,Travel_Frequently,4,3,2,Sales Executive,1,Single,5332,No,0,10,3,5,2,3
No,36,Travel_Rarely,3,3,2,Manufacturing Director,3,Married,4663,Yes,2,7,3,3,2,1
No,34,Travel_Frequently,3,4,2,Manufacturing Director,4,Divorced,4724,No,1,9,3,9,7,2
No,49,Travel_Rarely,3,3,1,Laboratory Technician,1,Married,3211,No,1,10,2,9,6,4
No,39,Travel_Rarely,2,3,2,Manufacturing Director,1,Married,5377,No,3,10,3,7,7,7
No,27,Travel_Rarely,4,2,1,Laboratory Technician,1,Divorced,4066,No,2,7,3,7,7,7
No,35,Travel_Rarely,2,4,2,Research Scientist,1,Married,5208,No,0,16,3,16,15,10
No,28,Travel_Rarely,2,1,2,Manufacturing Director,1,Divorced,4877,No,1,6,2,5,3,0
No,21,Travel_Rarely,3,3,1,Research Scientist,4,Single,3117,No,0,3,3,2,2,2
Yes,18,Travel_Frequently,2,3,1,Sales Representative,4,Single,1569,Yes,0,0,4,0,0,0
No,47,Travel_Rarely,4,3,5,Manager,3,Married,19658,No,1,27,3,5,2,0
No,39,Travel_Rarely,3,2,2,Laboratory Technician,3,Divorced,3069,No,1,11,3,10,8,7
No,40,Travel_Rarely,1,2,3,Manufacturing Director,3,Married,10435,No,2,18,3,18,15,12
No,35,Non-Travel,3,3,2,Healthcare Representative,3,Married,4148,No,1,15,3,14,11,9
No,37,Travel_Rarely,3,3,2,Manufacturing Director,3,Married,5768,No,3,9,2,4,3,2
No,39,Travel_Frequently,1,3,2,Manufacturing Director,3,Single,5042,No,0,10,1,9,2,8
No,45,Travel_Rarely,4,2,2,Manufacturing Director,4,Divorced,5770,No,2,10,3,10,7,9
No,38,Travel_Rarely,4,2,3,Manufacturing Director,3,Married,7756,Yes,1,10,4,5,4,2
Yes,35,Travel_Rarely,4,2,3,Sales Executive,1,Married,10306,No,0,15,3,13,12,0
No,37,Travel_Rarely,2,3,1,Research Scientist,2,Married,3936,No,1,8,1,8,4,7
No,40,Travel_Rarely,3,3,3,Manufacturing Director,4,Single,7945,Yes,0,18,2,4,2,3
No,44,Travel_Frequently,1,3,2,Human Resources,4,Married,5743,Yes,0,14,3,10,7,2
No,48,Travel_Frequently,3,2,4,Manager,4,Married,15202,No,1,23,3,2,2,2
Yes,35,Travel_Rarely,1,1,2,Sales Executive,4,Divorced,5440,Yes,2,7,2,2,2,2
No,24,Travel_Frequently,1,3,1,Research Scientist,4,Single,3760,Yes,0,6,3,6,3,3
No,27,Travel_Rarely,2,4,1,Research Scientist,3,Married,3517,No,0,5,3,3,2,2
No,27,Travel_Frequently,4,3,1,Research Scientist,4,Single,2580,No,0,6,2,4,2,2
Yes,40,Travel_Rarely,1,3,1,Laboratory Technician,1,Single,2166,Yes,0,10,1,4,2,3
No,29,Travel_Rarely,3,2,2,Sales Executive,3,Single,5869,No,0,8,3,5,2,4
No,36,Travel_Rarely,2,3,3,Healthcare Representative,1,Married,8008,No,2,9,3,3,2,2
No,25,Travel_Frequently,4,4,2,Manufacturing Director,3,Divorced,5206,No,2,7,3,7,7,7
No,39,Travel_Rarely,4,3,2,Manufacturing Director,2,Married,5295,No,0,7,3,5,4,0
No,49,Travel_Rarely,1,3,4,Research Director,2,Married,16413,No,2,27,3,4,2,2
No,50,Travel_Rarely,4,2,3,Research Director,1,Divorced,13269,No,3,19,3,14,11,11
No,20,Travel_Rarely,3,3,1,Sales Representative,3,Single,2783,No,0,2,3,2,2,2
No,34,Travel_Rarely,4,3,2,Research Scientist,2,Divorced,5433,No,1,11,3,11,8,9
No,36,Travel_Rarely,1,3,1,Laboratory Technician,2,Single,2013,No,0,15,3,4,3,3
No,49,Travel_Rarely,3,2,4,Healthcare Representative,3,Married,13966,Yes,1,30,3,15,11,12
No,36,Non-Travel,4,2,2,Manufacturing Director,3,Married,4374,No,0,4,3,3,2,2
No,36,Travel_Rarely,4,4,2,Healthcare Representative,1,Divorced,6842,No,1,13,3,5,4,4
No,54,Travel_Rarely,2,3,4,Manager,3,Married,17426,No,1,36,3,10,8,7
No,43,Travel_Rarely,3,2,4,Research Director,3,Married,17603,No,1,14,3,14,10,11
Yes,35,Travel_Frequently,4,3,2,Sales Executive,4,Single,4581,Yes,0,13,4,11,9,7
No,38,Travel_Frequently,4,3,2,Research Scientist,4,Married,4735,No,2,19,4,13,11,9
No,29,Travel_Rarely,1,2,2,Sales Executive,2,Divorced,4187,Yes,1,10,2,10,0,9
No,33,Travel_Rarely,4,3,2,Sales Executive,4,Divorced,5505,No,2,6,3,6,2,4
No,32,Travel_Rarely,4,3,2,Research Scientist,2,Divorced,5470,No,2,10,2,9,5,6
No,31,Travel_Rarely,1,3,2,Sales Executive,4,Married,5476,No,2,10,3,10,0,2
No,49,Travel_Rarely,4,3,1,Laboratory Technician,1,Divorced,2587,Yes,1,17,2,2,2,2
No,38,Travel_Frequently,4,2,1,Laboratory Technician,2,Single,2440,No,0,4,3,4,3,3
No,47,Travel_Rarely,2,4,4,Manager,2,Divorced,15972,No,3,29,3,3,2,2
No,49,Travel_Rarely,3,3,4,Manager,3,Single,15379,No,0,23,3,8,7,0
No,41,Travel_Rarely,4,3,3,Sales Executive,3,Single,7082,Yes,0,21,3,2,0,2
No,20,Travel_Rarely,4,3,1,Sales Representative,1,Single,2728,No,0,2,3,2,2,2
No,33,Non-Travel,3,3,2,Sales Executive,4,Divorced,5368,Yes,1,7,3,6,5,2
No,36,Travel_Rarely,1,3,2,Healthcare Representative,3,Married,5347,No,2,10,2,3,2,2
No,44,Travel_Rarely,3,3,1,Human Resources,4,Divorced,3195,Yes,3,8,3,2,2,2
Yes,23,Travel_Rarely,4,2,1,Laboratory Technician,3,Single,3989,Yes,0,5,3,5,4,2
No,38,Travel_Rarely,4,3,1,Laboratory Technician,3,Married,3306,No,1,7,2,0,0,0
No,53,Travel_Rarely,2,4,3,Healthcare Representative,4,Married,7005,No,0,11,3,4,3,2
Yes,48,Travel_Frequently,4,3,1,Sales Representative,3,Married,2655,Yes,2,19,3,9,7,7
Yes,32,Travel_Rarely,4,3,1,Laboratory Technician,2,Single,1393,No,0,1,3,1,0,0
No,26,Non-Travel,4,3,1,Laboratory Technician,4,Single,2570,No,0,7,3,7,7,7
No,55,Travel_Rarely,1,2,1,Research Scientist,2,Divorced,3537,No,1,8,3,4,2,2
No,34,Travel_Rarely,2,2,2,Laboratory Technician,4,Married,3986,No,1,15,4,15,10,13
No,60,Travel_Rarely,3,1,3,Healthcare Representative,4,Divorced,10883,No,1,19,4,1,0,0
No,33,Travel_Rarely,2,4,1,Laboratory Technician,2,Married,2028,No,3,14,3,14,11,13
No,37,Travel_Frequently,3,1,2,Sales Executive,4,Divorced,9525,No,2,6,2,6,3,3
No,34,Travel_Rarely,2,2,1,Research Scientist,4,Married,2929,No,0,10,3,10,9,7
Yes,23,Travel_Rarely,3,3,1,Sales Representative,4,Divorced,2275,Yes,1,3,3,3,2,2
No,44,Travel_Rarely,3,4,3,Healthcare Representative,4,Married,7879,Yes,1,9,3,8,7,7
No,35,Travel_Frequently,1,2,1,Research Scientist,4,Single,4930,Yes,0,6,4,5,4,4
No,43,Travel_Rarely,4,3,2,Sales Executive,4,Married,7847,Yes,1,10,3,10,9,8
No,24,Travel_Rarely,3,4,1,Research Scientist,3,Married,4401,No,1,5,3,5,3,4
No,41,Travel_Rarely,4,3,3,Sales Executive,3,Single,9241,No,0,10,3,10,8,7
No,29,Travel_Rarely,4,3,1,Laboratory Technician,3,Married,2974,No,1,9,3,5,3,2
No,36,Travel_Rarely,3,3,2,Sales Representative,4,Single,4502,No,0,17,2,13,7,7
No,45,Non-Travel,3,2,3,Healthcare Representative,3,Married,10748,No,1,25,2,23,15,4
Yes,24,Travel_Rarely,4,1,1,Human Resources,3,Married,1555,No,1,1,3,1,0,0
Yes,47,Travel_Frequently,3,1,4,Sales Executive,3,Married,12936,No,0,25,1,23,5,10
No,26,Travel_Rarely,4,1,1,Laboratory Technician,3,Married,2305,No,3,3,4,3,2,2
No,45,Travel_Rarely,4,2,4,Research Director,2,Single,16704,No,0,21,3,21,6,6
No,32,Travel_Frequently,1,3,1,Research Scientist,3,Married,3433,No,1,10,2,5,2,3
No,31,Travel_Rarely,2,3,1,Laboratory Technician,3,Married,3477,No,1,6,4,5,2,3
No,41,Non-Travel,3,1,2,Human Resources,2,Married,6430,No,1,10,3,3,2,2
No,40,Travel_Rarely,2,3,2,Manufacturing Director,1,Married,6516,Yes,1,18,3,1,0,0
No,24,Travel_Rarely,2,3,1,Laboratory Technician,1,Divorced,3907,No,3,6,4,6,2,2
No,46,Travel_Rarely,3,3,2,Healthcare Representative,2,Single,5562,No,0,19,3,10,7,9
No,35,Travel_Rarely,4,3,2,Manufacturing Director,3,Married,6883,No,1,17,3,7,7,7
No,30,Travel_Rarely,2,3,1,Research Scientist,4,Married,2862,No,1,10,2,10,0,8
No,47,Non-Travel,3,3,2,Sales Executive,2,Married,4978,No,1,4,1,1,0,0
No,46,Travel_Rarely,3,3,3,Sales Executive,4,Divorced,10368,Yes,1,13,2,10,6,3
Yes,36,Travel_Rarely,2,2,2,Sales Executive,1,Divorced,6134,Yes,3,16,3,2,2,2
Yes,32,Travel_Rarely,1,1,2,Sales Executive,2,Single,6735,No,0,10,3,0,0,0
No,23,Travel_Rarely,3,3,1,Laboratory Technician,2,Single,3295,No,0,3,1,3,2,2
No,31,Travel_Frequently,4,3,2,Manufacturing Director,4,Single,5238,No,0,9,2,5,4,4
No,39,Non-Travel,4,3,2,Laboratory Technician,4,Married,6472,Yes,1,9,3,9,8,8
No,32,Travel_Rarely,4,1,3,Sales Executive,3,Married,9610,No,1,10,1,4,3,2
No,40,Travel_Rarely,2,3,5,Manager,2,Single,19833,No,0,21,2,21,8,8
No,45,Travel_Rarely,3,1,3,Human Resources,3,Married,9756,No,2,9,4,5,0,3
No,30,Travel_Frequently,4,2,1,Research Scientist,1,Single,4968,No,0,10,3,9,7,7
No,24,Travel_Frequently,1,3,1,Human Resources,4,Married,2145,No,1,3,3,2,2,1
Yes,30,Travel_Frequently,3,2,1,Human Resources,4,Divorced,2180,No,1,6,2,4,2,2
No,31,Travel_Rarely,1,3,2,Sales Executive,3,Married,8346,No,1,6,3,5,2,2
No,27,Travel_Rarely,3,3,1,Research Scientist,4,Single,3445,No,0,6,2,6,2,4
Yes,29,Travel_Rarely,2,1,1,Sales Representative,2,Single,2760,No,0,2,3,2,2,2
No,29,Travel_Frequently,4,4,2,Healthcare Representative,3,Single,6294,Yes,0,10,4,3,2,2
No,30,Travel_Rarely,3,2,3,Sales Executive,1,Divorced,7140,No,1,12,3,7,7,7
No,34,Travel_Rarely,4,4,1,Research Scientist,4,Married,2932,Yes,3,6,3,5,0,2
No,33,Non-Travel,4,3,2,Sales Executive,2,Single,5147,No,0,13,2,11,7,7
No,49,Travel_Rarely,4,3,2,Sales Executive,4,Single,4507,No,0,8,4,5,1,4
Yes,33,Travel_Rarely,1,3,3,Sales Executive,1,Single,8564,Yes,0,11,2,0,0,0
No,38,Travel_Frequently,3,2,1,Laboratory Technician,2,Married,2468,No,1,9,2,6,1,5
Yes,31,Travel_Rarely,1,3,3,Sales Executive,3,Married,8161,No,3,10,3,1,0,0
No,29,Travel_Rarely,4,2,1,Research Scientist,1,Divorced,2109,No,1,1,3,1,0,0
No,30,Travel_Rarely,3,4,2,Healthcare Representative,3,Married,5294,No,1,10,3,7,0,7
No,32,Non-Travel,2,3,1,Research Scientist,2,Single,2718,No,0,12,3,7,7,7
No,38,Travel_Rarely,2,1,2,Healthcare Representative,4,Married,5811,Yes,1,15,3,1,0,0
Yes,43,Travel_Frequently,3,2,1,Research Scientist,3,Married,2437,Yes,1,6,3,1,0,0
No,42,Travel_Rarely,2,3,1,Laboratory Technician,2,Divorced,2766,No,3,7,2,5,3,4
No,55,Travel_Rarely,3,2,5,Research Director,1,Married,19038,No,3,34,3,1,0,0
No,33,Non-Travel,4,3,2,Research Scientist,2,Divorced,3055,No,2,11,2,9,8,7
No,41,Travel_Rarely,3,3,1,Laboratory Technician,1,Divorced,2289,No,2,5,3,5,3,4
No,34,Non-Travel,4,3,2,Sales Executive,3,Divorced,4001,Yes,1,15,3,15,14,7
No,53,Non-Travel,1,2,4,Manufacturing Director,3,Married,12965,Yes,3,27,2,3,2,2
No,43,Travel_Rarely,2,3,1,Human Resources,4,Single,3539,No,0,10,3,9,7,8
No,34,Travel_Rarely,4,1,2,Sales Executive,4,Single,6029,No,0,6,3,2,2,2
Yes,21,Travel_Rarely,2,3,1,Sales Representative,2,Single,2679,No,0,1,3,1,0,0
No,38,Travel_Rarely,4,2,1,Laboratory Technician,3,Married,3702,No,1,5,3,5,4,4
Yes,22,Travel_Rarely,3,3,1,Laboratory Technician,1,Married,2398,Yes,0,1,3,1,0,0
No,31,Travel_Rarely,1,2,2,Sales Executive,4,Married,5468,No,2,13,3,12,7,7
No,51,Travel_Rarely,1,3,3,Manager,3,Married,13116,No,0,15,3,2,2,2
No,37,Travel_Rarely,2,2,2,Sales Executive,2,Married,4189,No,2,5,3,5,2,3
No,46,Travel_Rarely,3,3,5,Research Director,4,Divorced,19328,Yes,1,24,3,2,1,2
No,36,Travel_Rarely,4,3,3,Healthcare Representative,1,Married,8321,Yes,1,15,3,12,8,7
Yes,44,Travel_Frequently,3,3,1,Research Scientist,2,Divorced,2342,Yes,3,6,2,5,3,3
No,37,Travel_Rarely,3,3,2,Human Resources,2,Divorced,4071,No,0,19,2,10,0,7
Yes,35,Travel_Rarely,3,3,2,Sales Executive,4,Single,5813,Yes,0,10,3,10,7,7
No,33,Travel_Rarely,4,4,1,Research Scientist,1,Married,3143,No,1,14,3,10,8,6
No,28,Travel_Rarely,3,3,1,Research Scientist,4,Married,2044,No,1,5,4,5,3,3
No,39,Travel_Rarely,3,3,3,Research Director,3,Single,13464,No,0,9,3,4,3,2
No,46,Non-Travel,2,2,2,Sales Executive,2,Single,7991,No,0,6,3,2,2,2
No,40,Travel_Rarely,3,3,1,Laboratory Technician,1,Married,3377,No,1,7,2,4,3,2
No,42,Travel_Rarely,2,4,2,Healthcare Representative,1,Married,5538,No,2,10,2,0,0,0
No,35,Non-Travel,2,3,2,Manufacturing Director,4,Divorced,5762,No,1,15,3,7,7,7
No,38,Non-Travel,1,3,1,Human Resources,2,Divorced,2592,No,3,13,3,11,10,8
Yes,34,Travel_Frequently,4,3,2,Laboratory Technician,1,Married,5346,No,1,11,2,7,1,7
Yes,37,Travel_Rarely,4,3,2,Manufacturing Director,1,Single,4213,No,0,10,1,10,3,8
No,39,Travel_Frequently,3,3,2,Sales Executive,4,Divorced,4127,No,1,7,3,2,1,2
No,43,Non-Travel,1,3,1,Research Scientist,3,Single,2438,No,0,7,2,3,2,2
No,41,Travel_Rarely,2,4,2,Healthcare Representative,2,Single,6870,No,0,11,1,3,2,2
No,41,Travel_Rarely,3,3,3,Sales Executive,3,Divorced,10447,Yes,1,23,4,22,14,5
No,30,Travel_Rarely,1,3,3,Manufacturing Director,3,Single,9667,No,0,9,3,7,7,2
Yes,26,Travel_Rarely,4,3,1,Human Resources,2,Married,2148,Yes,0,6,3,5,1,4
Yes,46,Travel_Rarely,4,3,2,Healthcare Representative,2,Married,8926,No,1,13,4,9,7,7
No,40,Travel_Rarely,3,3,2,Healthcare Representative,4,Divorced,6513,No,1,12,3,5,3,3
No,34,Travel_Rarely,2,4,2,Sales Executive,3,Married,6799,No,2,10,3,10,8,8
No,58,Non-Travel,2,3,4,Manager,2,Divorced,16291,No,1,37,2,16,9,14
No,35,Travel_Rarely,2,1,1,Laboratory Technician,3,Married,2705,No,1,6,4,5,4,3
No,47,Travel_Rarely,3,2,3,Manufacturing Director,2,Divorced,10333,Yes,1,28,3,22,11,10
No,40,Travel_Rarely,2,3,2,Healthcare Representative,1,Divorced,4448,No,1,15,3,7,4,7
No,54,Travel_Rarely,4,3,2,Research Scientist,4,Married,6854,No,1,14,2,7,1,7
No,31,Travel_Frequently,1,3,3,Sales Executive,1,Married,9637,No,2,9,3,3,2,2
No,28,Travel_Rarely,3,3,1,Research Scientist,1,Married,3591,No,1,3,3,3,2,2
No,38,Travel_Rarely,2,1,2,Sales Representative,4,Married,5405,Yes,2,20,2,4,2,3
No,26,Travel_Rarely,3,3,2,Sales Executive,4,Single,4684,No,0,5,3,5,3,2
No,58,Travel_Frequently,1,3,4,Research Director,3,Married,15787,Yes,0,23,3,2,2,2
No,18,Non-Travel,2,3,1,Research Scientist,3,Single,1514,No,0,0,1,0,0,0
Yes,31,Travel_Rarely,4,4,1,Human Resources,1,Married,2956,No,0,2,3,1,0,0
Yes,29,Travel_Rarely,1,2,1,Human Resources,1,Divorced,2335,Yes,3,4,3,2,2,0
No,45,Non-Travel,3,3,2,Sales Executive,3,Married,5154,No,2,10,4,8,7,7
No,36,Travel_Rarely,4,3,2,Research Scientist,2,Married,6962,Yes,1,15,3,1,0,0
No,43,Travel_Frequently,1,3,2,Sales Executive,4,Married,5675,No,1,7,3,7,7,7
No,27,Travel_Frequently,4,3,1,Laboratory Technician,4,Single,2379,Yes,0,6,2,5,4,2
No,29,Travel_Frequently,4,3,1,Laboratory Technician,4,Married,3812,No,0,11,4,11,8,10
No,32,Travel_Frequently,4,3,2,Sales Executive,4,Single,4648,No,0,4,4,0,0,0
No,42,Non-Travel,3,3,1,Research Scientist,3,Married,2936,No,2,10,2,6,3,3
No,47,Travel_Rarely,2,3,1,Laboratory Technician,3,Single,2105,No,0,7,3,2,2,0
No,46,Travel_Rarely,4,3,3,Manufacturing Director,4,Divorced,8578,No,1,12,2,9,8,7
No,28,Non-Travel,3,3,1,Human Resources,4,Divorced,2706,No,1,3,3,3,2,2
No,29,Travel_Rarely,4,1,2,Healthcare Representative,3,Divorced,6384,No,2,11,3,7,0,6
No,42,Travel_Rarely,4,3,1,Laboratory Technician,3,Single,3968,No,0,8,3,0,0,0
Yes,32,Travel_Rarely,3,2,2,Sales Executive,2,Single,9907,Yes,0,7,2,2,2,2
No,46,Travel_Rarely,1,4,4,Sales Executive,1,Divorced,13225,No,1,25,3,19,17,8
No,27,Travel_Rarely,2,2,2,Sales Representative,3,Married,3540,No,1,9,3,9,8,8
No,29,Travel_Rarely,4,2,1,Human Resources,2,Married,2804,No,0,1,3,1,0,0
No,43,Travel_Rarely,1,2,5,Manager,3,Married,19392,No,0,21,3,16,12,14
No,48,Travel_Rarely,4,2,5,Research Director,2,Married,19665,No,0,29,3,22,10,9
Yes,29,Travel_Frequently,4,2,1,Research Scientist,4,Single,2439,Yes,0,1,2,1,0,0
Yes,46,Travel_Rarely,3,3,3,Sales Executive,2,Married,7314,No,3,14,3,8,7,7
No,27,Travel_Frequently,4,2,1,Research Scientist,1,Married,4774,No,1,8,2,7,6,3
No,39,Travel_Rarely,4,3,2,Research Scientist,4,Divorced,3902,No,3,7,3,2,2,2
No,55,Travel_Rarely,2,2,1,Research Scientist,4,Married,2662,No,1,19,4,5,2,4
No,28,Travel_Rarely,2,3,1,Sales Representative,2,Married,2856,No,1,1,3,1,0,0
Yes,30,Travel_Rarely,2,3,1,Sales Representative,4,Single,1081,No,0,1,2,1,0,0
Yes,22,Travel_Rarely,4,3,1,Research Scientist,2,Single,2472,Yes,0,1,3,1,0,0
No,36,Travel_Rarely,2,2,2,Sales Executive,3,Married,5673,Yes,1,10,3,10,9,7
No,31,Travel_Rarely,2,3,2,Laboratory Technician,3,Divorced,4197,No,1,10,3,10,8,2
No,34,Travel_Rarely,3,3,3,Sales Executive,4,Married,9713,Yes,3,9,3,5,3,0
No,29,Travel_Rarely,4,3,1,Laboratory Technician,1,Single,2062,No,0,11,3,3,2,2
No,37,Travel_Rarely,4,3,2,Research Scientist,1,Married,4284,Yes,1,16,3,5,3,4
No,35,Travel_Rarely,4,2,2,Manufacturing Director,2,Married,4788,Yes,0,4,3,3,2,2
No,45,Travel_Rarely,2,2,2,Manufacturing Director,4,Married,5906,No,2,10,2,9,8,8
No,36,Travel_Frequently,2,2,2,Human Resources,4,Single,3886,No,0,10,2,10,1,8
No,40,Travel_Rarely,1,3,4,Manager,1,Divorced,16823,No,1,22,3,19,7,16
No,26,Travel_Rarely,2,2,1,Research Scientist,3,Married,2933,Yes,1,1,2,1,0,0
No,27,Travel_Rarely,1,4,2,Sales Executive,3,Single,6500,No,0,9,2,8,7,7
No,48,Travel_Frequently,4,3,4,Manager,4,Divorced,17174,No,1,24,3,22,17,7
No,44,Travel_Rarely,2,4,2,Healthcare Representative,1,Married,5033,No,1,10,3,2,0,2
Yes,34,Non-Travel,4,1,1,Research Scientist,1,Married,2307,Yes,1,5,3,5,2,0
Yes,56,Travel_Rarely,1,3,1,Laboratory Technician,4,Single,2587,No,0,5,3,4,2,0
No,36,Travel_Rarely,3,2,2,Sales Executive,2,Married,5507,No,2,12,1,4,2,3
No,41,Travel_Rarely,3,3,2,Sales Executive,2,Married,4393,No,1,14,3,5,4,4
No,42,Travel_Rarely,3,3,3,Research Director,1,Married,13348,No,1,18,4,13,7,7
No,31,Travel_Rarely,3,3,2,Sales Executive,4,Divorced,6583,Yes,1,8,3,5,2,4
No,34,Travel_Rarely,4,2,2,Sales Executive,4,Married,8103,Yes,0,9,2,4,2,1
No,31,Travel_Rarely,1,4,1,Laboratory Technician,3,Divorced,3978,No,1,4,2,2,2,2
No,26,Travel_Frequently,3,4,1,Laboratory Technician,4,Married,2544,No,1,8,3,7,7,7
No,45,Travel_Frequently,2,3,2,Healthcare Representative,3,Single,5399,No,0,12,3,4,2,3
No,33,Travel_Rarely,2,3,2,Sales Executive,3,Single,5487,No,0,10,2,10,4,9
No,28,Travel_Frequently,3,2,2,Sales Executive,4,Married,6834,Yes,1,7,3,7,7,7
Yes,29,Travel_Frequently,3,4,1,Sales Representative,1,Single,1091,No,0,1,3,1,0,0
No,39,Non-Travel,1,1,2,Sales Executive,3,Married,5736,No,1,10,3,3,2,2
No,27,Travel_Rarely,2,3,1,Research Scientist,2,Married,2226,No,1,6,2,5,3,2
No,34,Travel_Frequently,3,2,2,Research Scientist,4,Married,5747,Yes,0,16,3,15,10,11
Yes,28,Travel_Rarely,4,3,2,Sales Executive,3,Single,9854,Yes,0,6,3,2,0,2
No,47,Non-Travel,3,3,2,Research Scientist,2,Married,5467,No,1,16,4,8,7,7
No,56,Travel_Rarely,4,2,2,Sales Executive,1,Married,5380,No,1,6,3,0,0,0
No,39,Travel_Rarely,1,3,2,Manufacturing Director,1,Married,5151,No,1,10,3,10,0,9
No,38,Travel_Frequently,4,2,2,Research Scientist,2,Divorced,2133,Yes,1,20,3,20,11,7
No,58,Travel_Rarely,4,3,4,Manager,4,Married,17875,Yes,1,29,2,1,0,0
Yes,32,Travel_Frequently,1,4,1,Research Scientist,3,Single,2432,Yes,0,8,3,4,1,3
No,38,Travel_Rarely,2,3,1,Research Scientist,4,Divorced,4771,No,2,10,4,5,2,3
No,49,Travel_Frequently,2,3,5,Research Director,4,Married,19161,No,0,28,3,5,4,3
No,42,Travel_Rarely,2,3,2,Sales Executive,4,Divorced,5087,Yes,2,14,3,0,0,0
Yes,27,Travel_Frequently,1,2,1,Human Resources,2,Married,2863,No,0,1,3,1,0,0
No,35,Travel_Rarely,2,3,2,Sales Executive,1,Married,5561,No,1,6,1,5,3,4
No,28,Non-Travel,3,3,1,Research Scientist,3,Single,2144,No,0,5,2,5,3,4
No,31,Non-Travel,3,3,1,Research Scientist,1,Divorced,3065,Yes,1,4,4,4,2,3
No,36,Non-Travel,1,4,1,Laboratory Technician,2,Married,2810,No,0,5,3,5,4,2
No,34,Travel_Rarely,1,3,3,Sales Executive,4,Single,9888,No,0,14,2,14,8,1
No,34,Travel_Rarely,4,3,3,Sales Executive,3,Divorced,8628,No,1,9,2,8,7,1
No,26,Travel_Rarely,3,3,1,Laboratory Technician,1,Single,2867,No,0,8,2,7,7,6
No,29,Travel_Rarely,1,3,2,Healthcare Representative,1,Married,5373,No,1,6,2,5,3,2
No,32,Non-Travel,3,3,2,Healthcare Representative,4,Divorced,6667,No,1,9,3,5,1,2
No,31,Travel_Frequently,4,1,2,Research Scientist,1,Married,5003,No,0,10,3,10,8,7
Yes,28,Travel_Rarely,3,2,1,Laboratory Technician,4,Divorced,2367,No,1,6,2,4,1,3
No,38,Travel_Rarely,1,2,1,Sales Representative,1,Single,2858,No,0,20,2,1,0,0
No,35,Travel_Rarely,3,3,2,Sales Executive,4,Married,5204,Yes,0,10,3,10,8,9
No,27,Travel_Rarely,4,3,2,Sales Executive,4,Single,4105,No,0,7,3,7,7,7
No,32,Travel_Rarely,4,2,2,Manufacturing Director,4,Single,9679,No,0,8,3,1,0,0
Yes,31,Travel_Frequently,1,3,2,Sales Executive,4,Married,5617,Yes,0,10,3,10,7,8
